Date,Day,Check-In,Check-Out,Total,Task,Task Extra 1,Task Extra 2,Task Extra 3,Task Extra 4,Client,Work unit notes
20.01.2024,토,00:00,05:03,05:03,잠,잠,잠,,,,
20.01.2024,토,05:03,05:06,00:03,화장실,생활,화장실,,,,
20.01.2024,토,05:06,05:09,00:03,"식사 탐색, 준비, 식사, 뒤처리",생활,식사,,,,
20.01.2024,토,05:09,05:11,00:02,"요구르트 준비, 먹기, 처리 등",,,,,,
20.01.2024,토,05:11,05:25,00:14,"식사 탐색, 준비, 식사, 뒤처리",생활,식사,,,,
20.01.2024,토,05:25,05:28,00:03,"과일 준비, 먹기, 뒤처리",식사,과일,,,,
20.01.2024,토,05:28,05:48,00:20,"샤워 준비, 실행, 뒤처리 등",생활,씻기,,,,
20.01.2024,토,05:48,05:53,00:05,"이동 준비, 이동 등",생활,이동,,,,
20.01.2024,토,05:53,06:06,00:13,"이동 준비, 이동 등",생활,이동,,,,
20.01.2024,토,06:06,06:21,00:15,"BrainHQ 뇌 기능 향상 프로그램 사용, 학습",,,,,,
20.01.2024,토,06:21,06:23,00:02,"이동 준비, 이동 등",생활,이동,,,,
20.01.2024,토,06:23,06:38,00:15,"BrainHQ 뇌 기능 향상 프로그램 사용, 학습",,,,,,
20.01.2024,토,06:38,06:48,00:10,"책 역사를 바꾼 17가지 화학 이야기 (페니 르 쿠터, 제이 버레슨; 곽주영)",,,,,,
20.01.2024,토,06:48,06:51,00:03,"이동 준비, 이동 등",생활,이동,,,,
20.01.2024,토,06:51,07:02,00:11,"책 역사를 바꾼 17가지 화학 이야기 (페니 르 쿠터, 제이 버레슨; 곽주영)",,,,,,
20.01.2024,토,07:02,07:05,00:03,"이동 준비, 이동 등",생활,이동,,,,
20.01.2024,토,07:05,07:15,00:10,"책 역사를 바꾼 17가지 화학 이야기 (페니 르 쿠터, 제이 버레슨; 곽주영)",,,,,,
20.01.2024,토,07:15,07:25,00:10,"이동 준비, 이동 등",생활,이동,,,,
20.01.2024,토,07:25,07:29,00:04,"이동 준비, 이동 등",생활,이동,,,,
